qseqid,sseqid,pident,length,mismatch,gapopen,qlen,slen,qstart,qend,sstart,send,evalue,bitscore,similarity
18643|O57175|57-112,sp|P31350|RIR2_HUMAN,89.286,56,6,0,56,389,1,56,125,180,4.9000000000000004e-29,106.0,89.286
18643|O57175|57-112,tr|Q6AI41|Q6AI41_HUMAN,82.143,56,10,0,56,297,1,56,33,88,9.44e-28,101.0,82.143
18643|O57175|57-112,sp|Q7LG56|RIR2B_HUMAN,82.143,56,10,0,56,351,1,56,87,142,1.23e-27,102.0,82.143
18643|O57175|57-112,tr|H0YAV1|H0YAV1_HUMAN,82.143,56,10,0,56,408,1,56,144,199,2.5100000000000004e-27,102.0,82.143
18644|O57175|85-140,tr|A0A286YFD6|A0A286YFD6_HUMAN,85.714,56,8,0,56,374,1,56,153,208,8.13e-31,111.0,85.714
18644|O57175|85-140,tr|B3KS26|B3KS26_HUMAN,85.714,56,8,0,56,297,1,56,61,116,1.97e-30,108.0,85.714
18644|O57175|85-140,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,85.714,56,8,0,56,339,1,56,103,158,3.96e-30,108.0,85.714
18644|O57175|85-140,sp|P31350|RIR2_HUMAN,85.714,56,8,0,56,389,1,56,153,208,1.0900000000000001e-29,108.0,85.714
18644|O57175|85-140,tr|Q6AI41|Q6AI41_HUMAN,75.0,56,14,0,56,297,1,56,61,116,3.17e-26,97.8,75.0
18644|O57175|85-140,sp|Q7LG56|RIR2B_HUMAN,75.0,56,14,0,56,351,1,56,115,170,5.74e-26,98.2,75.0
18644|O57175|85-140,tr|H0YAV1|H0YAV1_HUMAN,75.0,56,14,0,56,408,1,56,172,227,2.8399999999999998e-25,96.7,75.0
18645|O57175|113-168,tr|A0A286YFD6|A0A286YFD6_HUMAN,75.439,57,13,1,56,374,1,56,181,237,3e-25,96.3,76.78612499999998
18645|O57175|113-168,sp|P31350|RIR2_HUMAN,75.439,57,13,1,56,389,1,56,181,237,9.94e-25,95.1,76.78612499999998
18645|O57175|113-168,tr|B3KS26|B3KS26_HUMAN,75.439,57,13,1,56,297,1,56,89,145,1.1399999999999999e-24,93.6,76.78612499999998
18645|O57175|113-168,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,75.439,57,13,1,56,339,1,56,131,187,2.12e-24,93.6,76.78612499999998
18646|O57175|141-196,tr|B3KS26|B3KS26_HUMAN,85.965,57,7,1,56,297,1,56,117,173,3.55e-27,100.0,87.50008928571428
18646|O57175|141-196,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,85.965,57,7,1,56,339,1,56,159,215,7.77e-27,100.0,87.50008928571428
18646|O57175|141-196,tr|A0A286YFD6|A0A286YFD6_HUMAN,85.965,57,7,1,56,374,1,56,209,265,8.49e-27,100.0,87.50008928571428
18646|O57175|141-196,sp|P31350|RIR2_HUMAN,85.965,57,7,1,56,389,1,56,209,265,8.540000000000001e-27,100.0,87.50008928571428
18646|O57175|141-196,tr|Q8N6S3|Q8N6S3_HUMAN,93.617,47,3,0,56,172,10,56,2,48,6.58e-26,94.0,78.57141071428572
18646|O57175|141-196,tr|Q6AI41|Q6AI41_HUMAN,78.947,57,11,1,56,297,1,56,117,173,1.33e-25,96.3,80.35676785714286
18646|O57175|141-196,sp|Q7LG56|RIR2B_HUMAN,78.947,57,11,1,56,351,1,56,171,227,2.62e-25,96.3,80.35676785714286
18646|O57175|141-196,tr|H0YAV1|H0YAV1_HUMAN,78.947,57,11,1,56,408,1,56,228,284,5.92e-25,95.9,80.35676785714286
18647|O57175|169-224,tr|Q8N6S3|Q8N6S3_HUMAN,92.857,56,4,0,56,172,1,56,21,76,1.42e-33,113.0,92.857
18647|O57175|169-224,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,92.857,56,4,0,56,339,1,56,188,243,1.48e-32,115.0,92.857
18647|O57175|169-224,tr|B3KS26|B3KS26_HUMAN,92.857,56,4,0,56,297,1,56,146,201,2.57e-32,113.0,92.857
18647|O57175|169-224,sp|P31350|RIR2_HUMAN,92.857,56,4,0,56,389,1,56,238,293,1.7e-31,113.0,92.857
18647|O57175|169-224,tr|A0A286YFD6|A0A286YFD6_HUMAN,92.857,56,4,0,56,374,1,56,238,293,1.98e-31,112.0,92.857
18647|O57175|169-224,sp|Q7LG56|RIR2B_HUMAN,85.714,56,8,0,56,351,1,56,200,255,3.36e-30,109.0,85.714
18647|O57175|169-224,tr|Q6AI41|Q6AI41_HUMAN,83.929,56,9,0,56,297,1,56,146,201,7.61e-30,107.0,83.929
18647|O57175|169-224,tr|H0YAV1|H0YAV1_HUMAN,85.714,56,8,0,56,408,1,56,257,312,8.07e-30,108.0,85.714
18648|O57175|197-252,tr|Q8N6S3|Q8N6S3_HUMAN,82.143,56,10,0,56,172,1,56,49,104,1.92e-28,100.0,82.143
18648|O57175|197-252,tr|B3KS26|B3KS26_HUMAN,82.143,56,10,0,56,297,1,56,174,229,1.6900000000000003e-27,101.0,82.143
18648|O57175|197-252,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,82.143,56,10,0,56,339,1,56,216,271,4.75e-27,100.0,82.143
18648|O57175|197-252,tr|A0A286YFD6|A0A286YFD6_HUMAN,82.143,56,10,0,56,374,1,56,266,321,9.920000000000001e-27,100.0,82.143
18648|O57175|197-252,sp|P31350|RIR2_HUMAN,82.143,56,10,0,56,389,1,56,266,321,1.04e-26,100.0,82.143
18648|O57175|197-252,sp|Q7LG56|RIR2B_HUMAN,76.786,56,13,0,56,351,1,56,228,283,2.76e-25,96.3,76.786
18648|O57175|197-252,tr|H0YAV1|H0YAV1_HUMAN,76.786,56,13,0,56,408,1,56,285,340,5.24e-25,96.3,76.786
18648|O57175|197-252,tr|Q6AI41|Q6AI41_HUMAN,75.0,56,14,0,56,297,1,56,174,229,1.18e-24,93.6,75.0
18649|O57175|225-280,tr|Q8N6S3|Q8N6S3_HUMAN,76.364,55,13,0,56,172,2,56,78,132,7.4e-25,91.3,75.00035714285714
18649|O57175|225-280,tr|B3KS26|B3KS26_HUMAN,76.364,55,13,0,56,297,2,56,203,257,6.63e-24,91.7,75.00035714285714
18649|O57175|225-280,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,76.364,55,13,0,56,339,2,56,245,299,1.4e-23,91.7,75.00035714285714
18649|O57175|225-280,sp|P31350|RIR2_HUMAN,76.364,55,13,0,56,389,2,56,295,349,1.8299999999999997e-23,91.7,75.00035714285714
18650|O57175|253-308,tr|Q8N6S3|Q8N6S3_HUMAN,83.636,55,9,0,56,172,2,56,106,160,4.16e-28,99.8,82.1425
18650|O57175|253-308,tr|B3KS26|B3KS26_HUMAN,85.185,54,8,0,56,297,2,55,231,284,4.39e-27,100.0,82.14267857142858
18650|O57175|253-308,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,85.185,54,8,0,56,339,2,55,273,326,8.99e-27,100.0,82.14267857142858
18650|O57175|253-308,sp|P31350|RIR2_HUMAN,85.185,54,8,0,56,389,2,55,323,376,9.970000000000001e-27,100.0,82.14267857142858
18651|O57175|281-319,tr|Q8N6S3|Q8N6S3_HUMAN,80.0,40,7,1,39,172,1,39,133,172,2.72e-15,66.2,82.05128205128204
18651|O57175|281-319,tr|B3KS26|B3KS26_HUMAN,80.0,40,7,1,39,297,1,39,258,297,1.02e-14,66.2,82.05128205128204
18651|O57175|281-319,tr|A0A7P0SBL1|A0A7P0SBL1_HUMAN,80.0,40,7,1,39,339,1,39,300,339,1.08e-14,66.6,82.05128205128204
18651|O57175|281-319,sp|P31350|RIR2_HUMAN,80.0,40,7,1,39,389,1,39,350,389,2.97e-14,65.5,82.05128205128204
189|A1YWD9|1-48,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,75.0,48,12,0,48,536,1,48,359,406,1.23e-17,75.5,75.0
19028|O70902|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,18,73,1.5800000000000002e-27,102.0,82.143
19033|O70902|197-252,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.357,56,11,0,56,353,1,56,88,143,8.379999999999999e-28,102.0,80.357
19034|O70902|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,76.364,55,13,0,56,353,2,56,117,171,5.79e-23,90.1,75.00035714285714
19217|O73446|1-46,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.261,46,10,0,46,536,1,46,352,397,6.65e-17,73.2,78.261
19357|O89292|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.357,56,11,0,56,353,1,56,15,70,4.14e-27,101.0,80.357
19363|O89292|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,107,162,1.44e-26,99.8,82.143
19364|O89292|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.353,51,9,0,56,353,1,51,135,185,6.160000000000001e-22,87.4,75.00005357142857
19368|O89292|365-420,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,74.138,58,12,2,56,353,1,55,232,289,1.4400000000000001e-21,86.3,76.78578571428572
19370|O89292|421-476,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.357,56,10,1,56,353,2,56,292,347,4.25e-24,93.2,80.357
19676|O91086|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,76.786,56,13,0,56,353,1,56,23,78,8.580000000000001e-27,100.0,76.786
19861|O92349|29-84,tr|O75978|O75978_HUMAN,82.143,56,10,0,56,100,1,56,31,86,1.0500000000000001e-29,101.0,82.143
19861|O92349|29-84,tr|O75979|O75979_HUMAN,75.0,56,14,0,56,105,1,56,30,85,5.740000000000001e-27,94.7,75.0
19862|O92349|57-92,tr|O75978|O75978_HUMAN,83.333,36,6,0,36,100,1,36,59,94,4.19e-18,71.2,83.333
19862|O92349|57-92,tr|O75979|O75979_HUMAN,75.0,36,9,0,36,105,1,36,58,93,2.08e-16,67.0,75.0
20470|P03101|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.364,55,13,0,56,536,2,56,85,139,3.62e-25,97.1,75.00035714285714
20475|P03101|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,76.786,56,13,0,56,536,1,56,224,279,3.09e-25,97.4,76.786
20481|P03101|365-420,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,395,450,1.61e-26,100.0,78.571
22091|P03377|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,14,69,4.43e-29,106.0,85.714
22097|P03377|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,83.636,55,9,0,56,353,1,55,104,158,7.39e-28,103.0,82.1425
22098|P03377|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,83.333,54,9,0,56,353,1,54,132,185,8.73e-25,94.7,80.35682142857142
22121|P03378|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,15,70,3.93e-30,108.0,87.5
22127|P03378|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,76.786,56,13,0,56,353,1,56,106,161,5.09e-26,98.2,76.786
22843|P04363|85-140,tr|K7ERJ1|K7ERJ1_HUMAN,82.143,56,10,0,56,187,1,56,108,163,9.46e-28,99.4,82.143
22843|P04363|85-140,tr|K7ES52|K7ES52_HUMAN,82.143,56,10,0,56,180,1,56,100,155,1.09e-27,99.0,82.143
22843|P04363|85-140,tr|B5BUF9|B5BUF9_HUMAN,82.143,56,10,0,56,234,1,56,100,155,4.22e-27,99.0,82.143
22843|P04363|85-140,tr|B5BU32|B5BU32_HUMAN,82.143,56,10,0,56,234,1,56,100,155,4.45e-27,98.6,82.143
22843|P04363|85-140,tr|A0A384MDV9|A0A384MDV9_HUMAN,82.143,56,10,0,56,234,1,56,100,155,4.5e-27,98.6,82.143
22843|P04363|85-140,sp|P04183|KITH_HUMAN,82.143,56,10,0,56,234,1,56,100,155,4.5e-27,98.6,82.143
22843|P04363|85-140,tr|K7ERV3|K7ERV3_HUMAN,82.143,56,10,0,56,267,1,56,100,155,8.67e-27,98.6,82.143
23106|P04579|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,15,70,7.78e-30,108.0,87.5
23107|P04579|85-140,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,55.696,79,11,2,56,353,1,55,43,121,2.52e-18,77.4,78.57114285714286
23112|P04579|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,91.071,56,5,0,56,353,1,56,96,151,2.1600000000000003e-31,112.0,91.071
23113|P04579|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,124,179,3.85e-25,95.9,82.143
23136|P04580|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,15,70,5.350000000000001e-29,106.0,82.143
23142|P04580|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,107,162,1.61e-28,104.0,87.5
23143|P04580|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,89.796,49,5,0,56,353,1,49,135,183,3.36e-22,87.8,78.5715
23149|P04580|421-476,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.357,56,11,0,56,353,1,56,283,338,7.63e-28,103.0,80.357
23166|P04581|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,15,70,2.18e-30,109.0,87.5
23172|P04581|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,89.091,55,6,0,56,353,2,56,109,163,2.65e-28,104.0,87.50008928571428
23196|P04583|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,15,70,3.43e-30,109.0,87.5
23202|P04583|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,104,159,7.39e-28,103.0,87.5
23203|P04583|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,83.333,54,9,0,56,353,1,54,132,185,2.2899999999999998e-23,91.3,80.35682142857142
2354|A7XCT1|197-252,tr|H0YJ50|H0YJ50_HUMAN,75.0,56,14,0,56,228,1,56,87,142,3.55e-26,96.3,75.0
2354|A7XCT1|197-252,tr|A0A7P0T9C6|A0A7P0T9C6_HUMAN,75.0,56,14,0,56,302,1,56,215,270,1.65e-25,95.9,75.0
2354|A7XCT1|197-252,tr|A0A7P0TBI6|A0A7P0TBI6_HUMAN,75.0,56,14,0,56,321,1,56,215,270,2.11e-25,95.9,75.0
2354|A7XCT1|197-252,tr|A0A7P0T925|A0A7P0T925_HUMAN,75.0,56,14,0,56,314,1,56,173,228,2.17e-25,95.9,75.0
2354|A7XCT1|197-252,tr|A0A7P0Z4A4|A0A7P0Z4A4_HUMAN,75.0,56,14,0,56,366,1,56,215,270,2.46e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0T977|A0A7P0T977_HUMAN,75.0,56,14,0,56,362,1,56,215,270,2.67e-25,96.3,75.0
2354|A7XCT1|197-252,tr|A0A7P0TA65|A0A7P0TA65_HUMAN,75.0,56,14,0,56,393,1,56,215,270,2.69e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0T838|A0A7P0T838_HUMAN,75.0,56,14,0,56,395,1,56,215,270,2.71e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0T9T1|A0A7P0T9T1_HUMAN,75.0,56,14,0,56,394,1,56,213,268,2.72e-25,96.7,75.0
2354|A7XCT1|197-252,sp|Q99986|VRK1_HUMAN,75.0,56,14,0,56,396,1,56,215,270,2.82e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0T9E5|A0A7P0T9E5_HUMAN,75.0,56,14,0,56,395,1,56,214,269,2.82e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0T952|A0A7P0T952_HUMAN,75.0,56,14,0,56,393,1,56,215,270,2.83e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0T8N0|A0A7P0T8N0_HUMAN,75.0,56,14,0,56,356,1,56,215,270,2.86e-25,96.3,75.0
2354|A7XCT1|197-252,tr|A0A7P0TAS8|A0A7P0TAS8_HUMAN,75.0,56,14,0,56,403,1,56,215,270,2.9e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A8K245|A8K245_HUMAN,75.0,56,14,0,56,396,1,56,215,270,2.97e-25,96.7,75.0
2354|A7XCT1|197-252,tr|H0YJF7|H0YJF7_HUMAN,75.0,56,14,0,56,420,1,56,215,270,3.08e-25,96.7,75.0
2354|A7XCT1|197-252,tr|H0YJJ9|H0YJJ9_HUMAN,75.0,56,14,0,56,394,1,56,215,270,3.1e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0TBB8|A0A7P0TBB8_HUMAN,75.0,56,14,0,56,375,1,56,215,270,3.19e-25,96.3,75.0
2354|A7XCT1|197-252,tr|A0A7P0Z462|A0A7P0Z462_HUMAN,75.0,56,14,0,56,395,1,56,215,270,3.19e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0Z3Z7|A0A7P0Z3Z7_HUMAN,75.0,56,14,0,56,395,1,56,215,270,3.19e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0Z445|A0A7P0Z445_HUMAN,75.0,56,14,0,56,448,1,56,215,270,3.22e-25,97.1,75.0
2354|A7XCT1|197-252,tr|A0A7P0TAA6|A0A7P0TAA6_HUMAN,75.0,56,14,0,56,437,1,56,215,270,3.63e-25,96.7,75.0
2354|A7XCT1|197-252,tr|A0A7P0T9I1|A0A7P0T9I1_HUMAN,75.0,56,14,0,56,372,1,56,215,270,3.76e-25,96.3,75.0
2354|A7XCT1|197-252,tr|A0A7P0TBE4|A0A7P0TBE4_HUMAN,75.0,56,14,0,56,413,1,56,215,270,4.22e-25,96.3,75.0
2354|A7XCT1|197-252,tr|A0A7P0TA16|A0A7P0TA16_HUMAN,75.0,56,14,0,56,442,1,56,213,268,5.77e-25,96.3,75.0
2354|A7XCT1|197-252,tr|A0A7P0T824|A0A7P0T824_HUMAN,75.0,56,14,0,56,444,1,56,215,270,5.95e-25,96.3,75.0
23917|P05877|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,15,70,5.58e-29,105.0,85.714
23923|P05877|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,104,159,4.84e-27,100.0,82.143
23924|P05877|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,86.538,52,7,0,56,353,1,52,132,183,2.54e-25,96.3,80.35671428571429
23947|P05879|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,13,68,1.05e-28,105.0,85.714
23953|P05879|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,98,153,1.0700000000000001e-29,107.0,85.714
23954|P05879|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,87.5,56,7,0,56,353,1,56,126,181,8.95e-27,100.0,87.5
23977|P05881|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,83.929,56,9,0,56,353,1,56,15,70,6.87e-28,103.0,83.929
23983|P05881|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,76.364,55,13,0,56,353,2,56,109,163,1.3099999999999999e-23,91.7,75.00035714285714
23990|P05881|421-476,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,80.357,56,11,0,56,353,1,56,282,337,9.2e-26,97.4,80.357
24007|P05882|57-112,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,82.143,56,10,0,56,353,1,56,15,70,8.760000000000001e-29,105.0,82.143
24013|P05882|225-280,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,85.714,56,8,0,56,353,1,56,97,152,1.9000000000000002e-29,107.0,85.714
24014|P05882|253-308,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,92.727,55,4,0,56,353,2,56,126,180,8.0399999999999995e-28,102.0,91.07116071428571
24020|P05882|421-476,tr|A0A0M3KKW8|A0A0M3KKW8_HUMAN,78.571,56,12,0,56,353,1,56,275,330,1.6e-26,99.4,78.571
24452|P06463|1-56,tr|Q9Y4Y4|Q9Y4Y4_HUMAN,80.357,56,11,0,56,158,1,56,1,56,6.23e-29,101.0,80.357
24453|P06463|29-84,tr|Q9Y4Y4|Q9Y4Y4_HUMAN,78.182,55,12,0,56,158,2,56,30,84,7.55e-26,93.6,76.78589285714285
24454|P06463|57-112,tr|Q9Y4Y4|Q9Y4Y4_HUMAN,85.714,56,8,0,56,158,1,56,57,112,2.2400000000000002e-29,102.0,85.714
24455|P06463|85-140,tr|Q9Y4Y4|Q9Y4Y4_HUMAN,82.143,56,10,0,56,158,1,56,85,140,5.29e-29,101.0,82.143
24456|P06463|113-158,tr|Q9Y4Y4|Q9Y4Y4_HUMAN,78.261,46,10,0,46,158,1,46,113,158,4.48e-13,60.5,78.261
24809|P06788|1-56,tr|Q9Y4Y3|Q9Y4Y3_HUMAN,82.456,57,9,1,56,106,1,56,1,57,1.2200000000000002e-27,96.7,83.92842857142857
24810|P06788|29-84,tr|Q9Y4Y3|Q9Y4Y3_HUMAN,78.571,56,12,0,56,106,1,56,30,85,2.1700000000000002e-26,93.6,78.571
24811|P06788|57-105,tr|Q9Y4Y3|Q9Y4Y3_HUMAN,75.51,49,12,0,49,106,1,49,58,106,3.11e-23,85.1,75.51
24868|P06793|421-462,tr|Q9Y4Y6|Q9Y4Y6_HUMAN,80.0,40,8,0,42,169,3,42,130,169,6.54e-18,72.8,76.19047619047619
24871|P06794|57-112,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,94.643,56,3,0,56,536,1,56,22,77,2.4099999999999998e-30,111.0,94.643
24872|P06794|85-140,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.965,57,7,1,56,536,1,56,50,106,3.66e-26,100.0,87.50008928571428
24873|P06794|113-168,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,83.929,56,9,0,56,536,1,56,79,134,1.61e-28,106.0,83.929
24874|P06794|141-196,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,89.286,56,6,0,56,536,1,56,107,162,1.03e-31,115.0,89.286
24875|P06794|169-224,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.714,56,8,0,56,536,1,56,135,190,8.08e-30,110.0,85.714
24876|P06794|197-252,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,78.571,56,12,0,56,536,1,56,163,218,1.76e-25,98.2,78.571
24877|P06794|225-280,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.714,56,8,0,56,536,1,56,191,246,1.46e-29,109.0,85.714
24879|P06794|281-336,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,94.643,56,3,0,56,536,1,56,247,302,6.16e-33,119.0,94.643
24880|P06794|309-364,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,82.759,58,8,1,56,536,1,56,275,332,2.3700000000000002e-26,100.0,85.71467857142858
24881|P06794|337-392,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,86.207,58,6,1,56,536,1,56,303,360,5.44e-29,107.0,89.28582142857142
24882|P06794|365-420,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,87.5,56,7,0,56,536,1,56,333,388,3.17e-29,108.0,87.5
24883|P06794|393-448,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.714,56,8,0,56,536,1,56,361,416,3.3200000000000004e-26,100.0,85.714
24884|P06794|421-476,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,94.643,56,3,0,56,536,1,56,389,444,1.1900000000000002e-31,115.0,94.643
24885|P06794|449-504,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,87.5,56,7,0,56,536,1,56,417,472,4.07e-29,108.0,87.5
24886|P06794|477-532,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,85.714,56,8,0,56,536,1,56,445,500,8.78e-29,107.0,85.714
24887|P06794|505-560,tr|Q9Y4Y5|Q9Y4Y5_HUMAN,83.929,56,9,0,56,536,1,56,473,528,8.49e-26,99.0,83.929
25767|P09249|29-84,tr|Q53FB7|Q53FB7_HUMAN,82.143,56,10,0,56,313,1,56,41,96,2.72e-28,103.0,82.143
25767|P09249|29-84,tr|Q53Y97|Q53Y97_HUMAN,82.143,56,10,0,56,313,1,56,41,96,3.15e-28,103.0,82.143
25767|P09249|29-84,sp|P04818|TYSY_HUMAN,82.143,56,10,0,56,313,1,56,41,96,3.15e-28,103.0,82.143
25767|P09249|29-84,tr|A8K9A5|A8K9A5_HUMAN,82.143,56,10,0,56,313,1,56,41,96,4.32e-28,103.0,82.143
25772|P09249|169-224,tr|Q53Y97|Q53Y97_HUMAN,82.143,56,10,0,56,313,1,56,181,236,3.72e-32,113.0,82.143
25772|P09249|169-224,sp|P04818|TYSY_HUMAN,82.143,56,10,0,56,313,1,56,181,236,3.72e-32,113.0,82.143
25772|P09249|169-224,tr|Q53FB7|Q53FB7_HUMAN,80.357,56,11,0,56,313,1,56,181,236,1.5000000000000001e-31,112.0,80.357
25772|P09249|169-224,tr|A8K9A5|A8K9A5_HUMAN,80.357,56,11,0,56,313,1,56,181,236,4.9700000000000004e-31,110.0,80.357
25773|P09249|197-252,tr|Q53Y97|Q53Y97_HUMAN,83.636,55,9,0,56,313,1,55,209,263,5.89e-31,110.0,82.1425
25773|P09249|197-252,sp|P04818|TYSY_HUMAN,83.636,55,9,0,56,313,1,55,209,263,5.89e-31,110.0,82.1425
25773|P09249|197-252,tr|Q53FB7|Q53FB7_HUMAN,81.818,55,10,0,56,313,1,55,209,263,2.99e-30,108.0,80.35696428571428
25773|P09249|197-252,tr|A8K9A5|A8K9A5_HUMAN,81.818,55,10,0,56,313,1,55,209,263,1.0800000000000001e-29,107.0,80.35696428571428
29779|P0C6Z6|29-84,tr|Q71UZ1|Q71UZ1_HUMAN,91.071,56,5,0,56,160,1,56,18,73,3.43e-31,107.0,91.071
29779|P0C6Z6|29-84,tr|Q6FGW4|Q6FGW4_HUMAN,91.071,56,5,0,56,178,1,56,36,91,4.230000000000001e-31,107.0,91.071
29779|P0C6Z6|29-84,sp|P22301|IL10_HUMAN,91.071,56,5,0,56,178,1,56,36,91,4.230000000000001e-31,107.0,91.071
29779|P0C6Z6|29-84,tr|Q6FGS9|Q6FGS9_HUMAN,91.071,56,5,0,56,178,1,56,36,91,4.42e-31,107.0,91.071
29779|P0C6Z6|29-84,tr|A0A590UK12|A0A590UK12_HUMAN,94.231,52,3,0,56,139,5,56,1,52,3.13e-29,101.0,87.50021428571428
29780|P0C6Z6|57-112,tr|Q6FGS9|Q6FGS9_HUMAN,94.545,55,3,0,56,178,1,55,64,118,4.230000000000001e-31,107.0,92.85669642857142
29780|P0C6Z6|57-112,tr|A0A590UK12|A0A590UK12_HUMAN,94.231,52,3,0,56,139,1,52,25,76,1.35e-29,102.0,87.50021428571428
29780|P0C6Z6|57-112,tr|Q71UZ1|Q71UZ1_HUMAN,94.231,52,3,0,56,160,1,52,46,97,4.95e-29,101.0,87.50021428571428
29780|P0C6Z6|57-112,tr|Q6FGW4|Q6FGW4_HUMAN,94.231,52,3,0,56,178,1,52,64,115,6.09e-29,102.0,87.50021428571428
29780|P0C6Z6|57-112,sp|P22301|IL10_HUMAN,94.231,52,3,0,56,178,1,52,64,115,6.09e-29,102.0,87.50021428571428
